product,year,region,emissivity_type,name,scope,scenario,unit,emission_factor_co2
Ammonium nitrate,2027,Brazil,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2027,Brazil,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonia,2027,Australia,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonium nitrate,2027,Australia,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2027,Australia,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonia,2027,Namibia,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonium nitrate,2027,Namibia,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2027,Namibia,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonia,2027,Saudi Arabia,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonium nitrate,2027,Saudi Arabia,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2027,Saudi Arabia,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonia,2027,Africa,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonium nitrate,2027,Africa,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Urea,2027,Africa,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonia,2027,China,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonium nitrate,2027,China,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Urea,2027,China,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonia,2027,Europe,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonium nitrate,2027,Europe,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Urea,2027,Europe,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonia,2027,India,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonium nitrate,2027,India,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Urea,2027,India,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonia,2027,Latin America,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonium nitrate,2027,Latin America,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Urea,2027,Latin America,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonia,2027,Middle East,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonium nitrate,2027,Middle East,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Urea,2027,Middle East,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonia,2027,North America,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonium nitrate,2027,North America,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Urea,2027,North America,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonia,2027,Oceania,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonium nitrate,2027,Oceania,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Urea,2027,Oceania,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonia,2027,Russia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonium nitrate,2027,Russia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Urea,2027,Russia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonia,2027,Rest of Asia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonium nitrate,2027,Rest of Asia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Urea,2027,Rest of Asia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonia,2027,Brazil,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonium nitrate,2027,Brazil,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Urea,2027,Brazil,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonia,2027,Australia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonium nitrate,2027,Australia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Urea,2027,Australia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonia,2027,Namibia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonium nitrate,2027,Namibia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Urea,2027,Namibia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonia,2027,Saudi Arabia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonium nitrate,2027,Saudi Arabia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Urea,2027,Saudi Arabia,Fossil,Natural gas,1,,tCO2/GJ,0.0561
Ammonia,2027,Africa,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2027,Africa,Bio,Wet biomass,1,,tCO2/GJ,0.112
Urea,2027,Africa,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonia,2027,China,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2027,China,Bio,Wet biomass,1,,tCO2/GJ,0.112
Urea,2027,China,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonia,2027,Europe,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2027,Europe,Bio,Wet biomass,1,,tCO2/GJ,0.112
Urea,2027,Europe,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonia,2027,India,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2027,India,Bio,Wet biomass,1,,tCO2/GJ,0.112
Urea,2027,India,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonia,2027,Latin America,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2027,Latin America,Bio,Wet biomass,1,,tCO2/GJ,0.112
Urea,2027,Latin America,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonia,2027,Middle East,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2027,Middle East,Bio,Wet biomass,1,,tCO2/GJ,0.112
Urea,2027,Middle East,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonia,2027,North America,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2027,North America,Bio,Wet biomass,1,,tCO2/GJ,0.112
Urea,2027,North America,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonia,2027,Oceania,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2027,Oceania,Bio,Wet biomass,1,,tCO2/GJ,0.112
Urea,2027,Oceania,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonia,2027,Russia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2027,Russia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Urea,2027,Russia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonia,2027,Rest of Asia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2027,Rest of Asia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Urea,2027,Rest of Asia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonia,2027,Brazil,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2027,Brazil,Bio,Wet biomass,1,,tCO2/GJ,0.112
Urea,2027,Brazil,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonia,2027,Australia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2027,Australia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Urea,2027,Australia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonia,2027,Namibia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2027,Namibia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Urea,2027,Namibia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonia,2027,Saudi Arabia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2027,Saudi Arabia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Urea,2027,Saudi Arabia,Bio,Wet biomass,1,,tCO2/GJ,0.112
Ammonia,2027,Africa,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2027,Africa,Bio,Dry biomass,1,,tCO2/GJ,0.112
Urea,2027,Africa,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonia,2027,China,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2027,China,Bio,Dry biomass,1,,tCO2/GJ,0.112
Urea,2027,China,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonia,2027,Europe,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2027,Europe,Bio,Dry biomass,1,,tCO2/GJ,0.112
Urea,2027,Europe,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonia,2027,India,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2027,India,Bio,Dry biomass,1,,tCO2/GJ,0.112
Urea,2027,India,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonia,2027,Latin America,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2027,Latin America,Bio,Dry biomass,1,,tCO2/GJ,0.112
Urea,2027,Latin America,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonia,2027,Middle East,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2027,Middle East,Bio,Dry biomass,1,,tCO2/GJ,0.112
Urea,2027,Middle East,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonia,2027,North America,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2027,North America,Bio,Dry biomass,1,,tCO2/GJ,0.112
Urea,2027,North America,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonia,2027,Oceania,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2027,Oceania,Bio,Dry biomass,1,,tCO2/GJ,0.112
Urea,2027,Oceania,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonia,2027,Russia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2027,Russia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Urea,2027,Russia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonia,2027,Rest of Asia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2027,Rest of Asia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Urea,2027,Rest of Asia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonia,2027,Brazil,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2027,Brazil,Bio,Dry biomass,1,,tCO2/GJ,0.112
Urea,2027,Brazil,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonia,2027,Australia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2027,Australia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Urea,2027,Australia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonia,2027,Namibia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2027,Namibia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Urea,2027,Namibia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonia,2027,Saudi Arabia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonium nitrate,2027,Saudi Arabia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Urea,2027,Saudi Arabia,Bio,Dry biomass,1,,tCO2/GJ,0.112
Ammonia,2027,Africa,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonium nitrate,2027,Africa,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2027,Africa,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonia,2027,China,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonium nitrate,2027,China,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2027,China,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonia,2027,Europe,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonium nitrate,2027,Europe,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2027,Europe,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonia,2027,India,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonium nitrate,2027,India,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2027,India,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonia,2027,Latin America,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonium nitrate,2027,Latin America,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2027,Latin America,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonia,2027,Middle East,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonium nitrate,2027,Middle East,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2027,Middle East,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonia,2027,North America,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonium nitrate,2027,North America,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2027,North America,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonia,2027,Oceania,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonium nitrate,2027,Oceania,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2027,Oceania,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonia,2027,Russia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonium nitrate,2027,Russia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2027,Russia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonia,2027,Rest of Asia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonium nitrate,2027,Rest of Asia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2027,Rest of Asia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonia,2027,Brazil,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonium nitrate,2027,Brazil,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2027,Brazil,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonia,2027,Australia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonium nitrate,2027,Australia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2027,Australia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonia,2027,Namibia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonium nitrate,2027,Namibia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2027,Namibia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonia,2027,Saudi Arabia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Ammonium nitrate,2027,Saudi Arabia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2027,Saudi Arabia,Fossil,Municipal solid waste RdF,1,,tCO2/GJ,0.012085
Urea,2027,Africa,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Urea,2027,China,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Urea,2027,Europe,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Urea,2027,India,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Urea,2027,Latin America,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Urea,2027,Middle East,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Urea,2027,North America,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Urea,2027,Oceania,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Urea,2027,Russia,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Urea,2027,Rest of Asia,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Urea,2027,Brazil,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Urea,2027,Australia,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Urea,2027,Namibia,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Urea,2027,Saudi Arabia,Fossil,Urea,3_downstream,,tCO2/tUrea,0.7333333333333334
Ammonia,2027,Brazil,Fossil,Electricity - grid,2,,tCO2/GJ,0.0387694008006323
Ammonium nitrate,2027,Brazil,Fossil,Electricity - grid,2,,tCO2/GJ,0.0387694008006323
Urea,2027,Brazil,Fossil,Electricity - grid,2,,tCO2/GJ,0.0387694008006323
Ammonia,2027,Brazil,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0040299209680811
Ammonium nitrate,2027,Brazil,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0040299209680811
Urea,2027,Brazil,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0040299209680811
Ammonia,2027,Saudi Arabia,Fossil,Electricity - grid,2,,tCO2/GJ,0.0457162830701791
Ammonium nitrate,2027,Saudi Arabia,Fossil,Electricity - grid,2,,tCO2/GJ,0.0457162830701791
Urea,2027,Saudi Arabia,Fossil,Electricity - grid,2,,tCO2/GJ,0.0457162830701791
Ammonia,2027,Saudi Arabia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0035201742025344
Ammonium nitrate,2027,Saudi Arabia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0035201742025344
Urea,2027,Saudi Arabia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0035201742025344
Ammonia,2027,Namibia,Fossil,Electricity - grid,2,,tCO2/GJ,0.1030048217496201
Ammonium nitrate,2027,Namibia,Fossil,Electricity - grid,2,,tCO2/GJ,0.1030048217496201
Urea,2027,Namibia,Fossil,Electricity - grid,2,,tCO2/GJ,0.1030048217496201
Ammonia,2027,Namibia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0088512584917854
Ammonium nitrate,2027,Namibia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0088512584917854
Urea,2027,Namibia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0088512584917854
Ammonia,2027,Australia,Fossil,Electricity - grid,2,,tCO2/GJ,0.1261661461546242
Ammonium nitrate,2027,Australia,Fossil,Electricity - grid,2,,tCO2/GJ,0.1261661461546242
Urea,2027,Australia,Fossil,Electricity - grid,2,,tCO2/GJ,0.1261661461546242
Ammonia,2027,Australia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0011160356787385
Ammonium nitrate,2027,Australia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0011160356787385
Urea,2027,Australia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0011160356787385
Ammonia,2028,China,Fossil,Electricity - grid,2,,tCO2/GJ,0.1422324814140833
Ammonium nitrate,2028,China,Fossil,Electricity - grid,2,,tCO2/GJ,0.1422324814140833
Urea,2028,China,Fossil,Electricity - grid,2,,tCO2/GJ,0.1422324814140833
Ammonia,2028,North America,Fossil,Electricity - grid,2,,tCO2/GJ,0.0570663944669624
Ammonium nitrate,2028,North America,Fossil,Electricity - grid,2,,tCO2/GJ,0.0570663944669624
Urea,2028,North America,Fossil,Electricity - grid,2,,tCO2/GJ,0.0570663944669624
Ammonia,2028,Rest of Asia,Fossil,Electricity - grid,2,,tCO2/GJ,0.1056412639032115
Ammonium nitrate,2028,Rest of Asia,Fossil,Electricity - grid,2,,tCO2/GJ,0.1056412639032115
Urea,2028,Rest of Asia,Fossil,Electricity - grid,2,,tCO2/GJ,0.1056412639032115
Ammonia,2028,Russia,Fossil,Electricity - grid,2,,tCO2/GJ,0.0691161627262841
Ammonium nitrate,2028,Russia,Fossil,Electricity - grid,2,,tCO2/GJ,0.0691161627262841
Urea,2028,Russia,Fossil,Electricity - grid,2,,tCO2/GJ,0.0691161627262841
Ammonia,2028,Europe,Fossil,Electricity - grid,2,,tCO2/GJ,0.0478078857587698
Ammonium nitrate,2028,Europe,Fossil,Electricity - grid,2,,tCO2/GJ,0.0478078857587698
Urea,2028,Europe,Fossil,Electricity - grid,2,,tCO2/GJ,0.0478078857587698
Ammonia,2028,India,Fossil,Electricity - grid,2,,tCO2/GJ,0.1667775972744702
Ammonium nitrate,2028,India,Fossil,Electricity - grid,2,,tCO2/GJ,0.1667775972744702
Urea,2028,India,Fossil,Electricity - grid,2,,tCO2/GJ,0.1667775972744702
Ammonia,2028,Middle East,Fossil,Electricity - grid,2,,tCO2/GJ,0.0422092322876722
Ammonium nitrate,2028,Middle East,Fossil,Electricity - grid,2,,tCO2/GJ,0.0422092322876722
Urea,2028,Middle East,Fossil,Electricity - grid,2,,tCO2/GJ,0.0422092322876722
Ammonia,2028,Africa,Fossil,Electricity - grid,2,,tCO2/GJ,0.1003778957783658
Ammonium nitrate,2028,Africa,Fossil,Electricity - grid,2,,tCO2/GJ,0.1003778957783658
Urea,2028,Africa,Fossil,Electricity - grid,2,,tCO2/GJ,0.1003778957783658
Ammonia,2028,Latin America,Fossil,Electricity - grid,2,,tCO2/GJ,0.0365818989514126
Ammonium nitrate,2028,Latin America,Fossil,Electricity - grid,2,,tCO2/GJ,0.0365818989514126
Urea,2028,Latin America,Fossil,Electricity - grid,2,,tCO2/GJ,0.0365818989514126
Ammonia,2028,Oceania,Fossil,Electricity - grid,2,,tCO2/GJ,0.1212148123506436
Ammonium nitrate,2028,Oceania,Fossil,Electricity - grid,2,,tCO2/GJ,0.1212148123506436
Urea,2028,Oceania,Fossil,Electricity - grid,2,,tCO2/GJ,0.1212148123506436
Ammonia,2028,China,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0007199029492612
Ammonium nitrate,2028,China,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0007199029492612
Urea,2028,China,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0007199029492612
Ammonia,2028,North America,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0006478849218799
Ammonium nitrate,2028,North America,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0006478849218799
Urea,2028,North America,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0006478849218799
Ammonia,2028,Rest of Asia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0007199029492612
Ammonium nitrate,2028,Rest of Asia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0007199029492612
Urea,2028,Rest of Asia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0007199029492612
Ammonia,2028,Russia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0007199029492612
Ammonium nitrate,2028,Russia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0007199029492612
Urea,2028,Russia,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0007199029492612
Ammonia,2028,Europe,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0012809514192498
Ammonium nitrate,2028,Europe,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0012809514192498
Urea,2028,Europe,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0012809514192498
Ammonia,2028,India,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0007199029492612
Ammonium nitrate,2028,India,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0007199029492612
Urea,2028,India,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0007199029492612
Ammonia,2028,Middle East,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0034383096861964
Ammonium nitrate,2028,Middle East,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0034383096861964
Urea,2028,Middle East,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0034383096861964
Ammonia,2028,Africa,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0086454152710462
Ammonium nitrate,2028,Africa,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0086454152710462
Urea,2028,Africa,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0086454152710462
Ammonia,2028,Latin America,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0039362018758001
Ammonium nitrate,2028,Latin America,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0039362018758001
Urea,2028,Latin America,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0039362018758001
Ammonia,2028,Oceania,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0010900813606283
Ammonium nitrate,2028,Oceania,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0010900813606283
Urea,2028,Oceania,Fossil,Natural gas,3_upstream,,tCO2/GJ,0.0010900813606283
Ammonia,2028,Africa,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonium nitrate,2028,Africa,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2028,Africa,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonia,2028,China,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonium nitrate,2028,China,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2028,China,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonia,2028,Europe,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonium nitrate,2028,Europe,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2028,Europe,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonia,2028,India,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonium nitrate,2028,India,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2028,India,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonia,2028,Latin America,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonium nitrate,2028,Latin America,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2028,Latin America,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonia,2028,Middle East,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonium nitrate,2028,Middle East,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2028,Middle East,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonia,2028,North America,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonium nitrate,2028,North America,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2028,North America,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonia,2028,Oceania,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonium nitrate,2028,Oceania,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2028,Oceania,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonia,2028,Russia,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonium nitrate,2028,Russia,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2028,Russia,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonia,2028,Rest of Asia,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonium nitrate,2028,Rest of Asia,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2028,Rest of Asia,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonia,2028,Brazil,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonium nitrate,2028,Brazil,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2028,Brazil,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonia,2028,Australia,Fossil,Coal,1,,tCO2/GJ,0.0946
Ammonium nitrate,2028,Australia,Fossil,Coal,1,,tCO2/GJ,0.0946
Urea,2028,Australia,Fossil,Coal,1,,tCO2/GJ,0.0946
